10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
10,-5,-62
9,-6,-62
9,-5,-62
9,-6,-62
8,-6,-62
8,-6,-62
7,-6,-62
6,-6,-62
6,-7,-62
4,-7,-62
4,-7,-62
3,-7,-62
1,-8,-62
0,-8,-62
-1,-8,-62
-3,-8,-62
-4,-8,-62
-7,-8,-63
-10,-7,-63
-12,-7,-63
-15,-6,-63
-16,-6,-63
-19,-4,-64
-21,-3,-64
-23,-2,-64
-25,0,-65
-27,1,-65
-28,3,-65
-30,5,-66
-32,8,-66
-32,9,-66
-34,11,-67
-34,14,-67
-35,16,-67
-35,18,-68
-35,20,-68
-35,23,-68
-35,26,-69
-34,27,-69
-34,29,-70
-33,31,-70
-32,33,-70
-31,36,-70
-29,38,-70
-28,39,-70
-26,41,-71
-23,44,-71
-22,45,-71
-18,47,-71
-16,48,-71
-11,49,-72
-7,50,-72
-4,50,-71
0,49,-71
4,48,-71
5,48,-71
10,46,-70
13,44,-70
14,43,-69
17,40,-69
21,37,-68
22,35,-68
24,31,-67
25,28,-67
26,24,-66
26,19,-65
26,17,-65
25,13,-64
24,9,-63
24,7,-63
22,4,-63
20,2,-62
19,1,-62
17,-1,-62
15,-1,-62
14,-3,-62
12,-4,-62
11,-4,-62
10,-5,-62
9,-6,-62
8,-6,-62
8,-6,-62
8,-6,-62
7,-6,-62
8,-6,-62
8,-6,-62
8,-6,-62
8,-6,-62
8,-6,-62
7,-7,-62
8,-6,-62
8,-6,-62
8,-6,-62
8,-7,-62
8,-6,-62
8,-6,-61
8,-6,-62
8,-6,-62
8,-6,-61
8,-6,-62
8,-6,-62
8,-6,-62
8,-6,-62
8,-6,-62
8,-6,-62
8,-6,-62
8,-6,-62
